sxt_mm,cn_mm,na_mm,c_mm,kf_mm,azm_mm,ct_mm,cip_mm,te_mm,ax_mm,mem_mm,imp_mm,ctx_mm,amc_mm,fep_mm,fox_mm,caz_mm,cro_mm,pip_mm,ob_mm,edta_mm,afb_mm,mk_mm,atm_mm,blee,ampc,carbapenemasas,departamento,ctxm,tem,oxa,shv,mcr1,cmy,ndm,colistina,ac_nalidixico,cloranfenicol,ciprofloxacina,sulfatrimetoprim,gentamicina,azitromicina,amoxicilina,tetraciclina,cefepime,cefoxitina,meropenem,amoxi_clav,ceftazidima,cefotaxima,cefalotina,imipenem,amikacina,ceftriaxona,piperazilina,R_polimixinas,R_fenicoles,R_quinolonas,R_sulfas,R_aminoglucosidos,R_macrolidos,R_betalactamicos,R_carbapenemicos,R_tetraciclinas,count_grupos,MDR3,MDR5,R2_colistina,R2_cloranfenicol,R2_ciprofloxacina,R2_sulfatrimetoprim,R2_gentamicina,R2_azitromicina,R2_amoxicilina,R2_tetraciclina,R2_cefepime,R2_cefoxitina,R2_meropenem,R2_amoxi_clav,R2_ceftazidima,R2_cefotaxima,R2_cefalotina,R2_ac_nalidixico,R2_imipenem,R2_ceftriaxona,R2_amikacina,R2_piperazilina,count_total_resistencias,gyrA,gyrA_parC,qnr,sp_bioquimica,aztreonam,R2_aztreonam,count_total_resistencias2,kleborate/fastani,id_seq,ST,AAC(3)-IId,AAC(3)-IIe,AAC(3)-VIa,AAC(6')-Ian,AAC(6')-Ib-cr,AAC(6')-Ib7,AAC(6')-Ib9,AAC(6')-Il,ANT(2'')-Ia,ANT(3'')-IIa,APH(3'')-Ib,APH(3')-IIa,APH(3')-Ia,APH(3')-VIa,APH(6)-Id,CMY-59,CTX-M-14,CTX-M-15,CTX-M-2,CTX-M-27,CTX-M-3,CTX-M-55,ErmB,FosA3,FosA5,FosA6,KPC-1,LAP-2,LEN-17,MCR-1,MCR-1.11,NDM-1,OKP-A-2,OKP-B-3,OXA-1,OXA-10,OXA-4,OXY-1-1,OXY-1-2,OXY-1-4,OXY-4-1,OXY-5-1,OXY-6-1,OXY-6-4,PER-1,PER-2,QnrB17,QnrB20,QnrB5,QnrB62,QnrS1,QnrVC1,SAT-1,SHV-101,SHV-106,SHV-11,SHV-110,SHV-134,SHV-182,SHV-187,SHV-26,SHV-27,TEM-1,TEM-104,TEM-141,TEM-150,TEM-176,TLA-1,VEB-9,aadA16,aadA2,aadA5,aphA15,arr-3,catB3,catI,catII,cmlA1,cmlA4,cmlA5,cmlB1,dfrA1,dfrA12,dfrA14,dfrA15,dfrA17,dfrA21,dfrA27,dfrA5,dfrA6,dfrA7,dfrA8,floR,linG,lnuG,mphA,mphB,mphE,msrE,oqxA,oqxB,sul1,sul2,sul3,tet(A),tet(B),tet(C),tet(D),tetM,blaCMY,blaCTXM,blaKPC,blaOXA,blaSHV,blaTEM,mcr,NDM,st2
6,24,6,6,15,20,11,24,6,6,30,30,27,17,30,28,25,28,6,12,16,6,20,31,0,0,0,,,,,,,,,Intermedio,Resistente,Resistente,Intermedio,Resistente,Sensible,Sensible,Resistente,Resistente,Sensible,Sensible,Sensible,Intermedio,Sensible,Sensible,Intermedio,Sensible,Sensible,Sensible,Resistente,0,1,1,1,0,0,1,0,1,5,MDR3,MDR5,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,6,No,Sí,No,Escherichia coli,Sensible,0,6,ecoli,583,101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,ST-101
6,14,14,26,6,14,12,19,7,6,30,28,10,17,18,24,20,6,6,6,14,6,21,19,1,0,0,,,,,,,,,Intermedio,Intermedio,Sensible,Resistente,Resistente,Intermedio,Sensible,Resistente,Resistente,Resistente,Sensible,Sensible,Intermedio,Intermedio,Resistente,Resistente,Sensible,Sensible,Resistente,Resistente,0,0,1,1,0,0,1,0,1,4,MDR3,No MDR5,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,9,No,No,No,Klebsiella,Intermedio,0,9,ecoli,584,101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,ST-101
6,4,6,25,6,18,11,6,6,6,33,28,10,18,16,24,25,6,6,6,22,6,20,20,1,0,0,,,,,,,,,Intermedio,Resistente,Sensible,Resistente,Resistente,Resistente,Sensible,Resistente,Resistente,Resistente,Sensible,Sensible,Sensible,Sensible,Resistente,Resistente,Sensible,Sensible,Resistente,Resistente,0,0,1,1,1,0,1,0,1,5,MDR3,MDR5,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,11,No,No,Sí,Escherichia coli,Intermedio,0,11,ecoli,585,354,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,ST-354
6,12,6,22,6,10,11,6,6,6,31,27,10,16,16,21,16,6,6,6,18,6,19,16,1,0,0,,,,,,,,,Intermedio,Resistente,Sensible,Resistente,Resistente,Resistente,Resistente,Resistente,Resistente,Resistente,Sensible,Sensible,Intermedio,Resistente,Resistente,Resistente,Sensible,Sensible,Resistente,Resistente,0,0,1,1,1,1,1,0,1,6,MDR3,MDR5,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,14,No,No,Sí,Klebsiella,Resistente,1,14,Klebsiella pneumoniae,586,ST15,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,ST-ST15
6,22,6,27,6,14,14,6,6,6,32,30,12,20,21,27,22,6,6,6,20,6,22,20,1,0,0,,,,,,,,,Sensible,Resistente,Sensible,Resistente,Resistente,Sensible,Sensible,Resistente,Resistente,Intermedio,Sensible,Sensible,Sensible,Sensible,Resistente,Resistente,Sensible,Sensible,Resistente,Resistente,0,0,1,1,0,0,1,0,1,4,MDR3,No MDR5,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,9,No,No,Sí,Klebsiella,Intermedio,0,9,Klebsiella pneumoniae,587,ST15,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,ST-ST15
6,14,20,25,16,6,12,30,11,6,32,30,30,19,30,26,25,22,9,14,16,6,22,28,0,0,0,,,,,,,,,Intermedio,Sensible,Sensible,Intermedio,Resistente,Intermedio,Resistente,Resistente,Resistente,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Intermedio,Sensible,Sensible,Intermedio,Resistente,0,0,0,1,0,1,1,0,1,4,MDR3,No MDR5,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,5,No,No,No,Escherichia coli,Sensible,0,5,Klebsiella pneumoniae,588,ST15,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,ST-ST15
6,10,6,25,6,6,11,22,6,6,28,24,6,19,18,25,21,6,6,6,12,6,18,18,1,0,0,,,,,,,,,Intermedio,Resistente,Sensible,Intermedio,Resistente,Resistente,Resistente,Resistente,Resistente,Resistente,Sensible,Sensible,Sensible,Sensible,Resistente,Resistente,Sensible,Sensible,Resistente,Resistente,0,0,1,1,1,1,1,0,1,6,MDR3,MDR5,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,11,No,Sí,No,Escherichia coli,Intermedio,0,11,Klebsiella pneumoniae,589,ST15,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,ST-ST15
28,24,21,6,19,21,13,22,10,25,35,29,31,21,31,31,27,24,30,21,14,6,24,32,0,0,0,,,,,,,,,Intermedio,Sensible,Resistente,Intermedio,Sensible,Sensible,Sensible,Sensible,Resistente,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,0,1,0,0,0,0,0,0,1,2,No MDR3,No MDR5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,No,No,No,Escherichia coli,Sensible,0,2,ecoli,590,1141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ST-1141
26,16,6,18,6,6,13,6,6,6,31,26,6,9,9,20,10,6,6,6,16,6,18,6,1,0,0,,,,,,,,,Intermedio,Resistente,Sensible,Resistente,Sensible,Sensible,Resistente,Resistente,Resistente,Resistente,Sensible,Sensible,Resistente,Resistente,Resistente,Resistente,Sensible,Sensible,Resistente,Resistente,0,0,1,0,0,1,1,0,1,4,MDR3,No MDR5,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,13,No,No,Sí,Escherichia coli,Resistente,1,13,ecoli,591,410,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,ST-410
27,17,6,26,6,18,12,6,9,6,28,25,6,15,6,24,10,6,6,6,12,6,15,7,1,0,0,,,,,,,,,Intermedio,Resistente,Sensible,Resistente,Sensible,Sensible,Sensible,Resistente,Resistente,Resistente,Sensible,Sensible,Intermedio,Resistente,Resistente,Resistente,Sensible,Intermedio,Resistente,Resistente,0,0,1,0,0,0,1,0,1,3,MDR3,No MDR5,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,11,No,No,Sí,Escherichia coli,Resistente,1,11,ecoli,592,131,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,ST-131
25,24,14,22,19,6,10,21,28,16,32,27,30,20,32,24,26,25,26,17,14,6,23,30,0,0,0,,,,,,,,,Resistente,Intermedio,Sensible,Intermedio,Sensible,Sensible,Resistente,Intermedio,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,1,0,0,0,0,1,0,0,0,2,No MDR3,No MDR5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,No,No,No,Escherichia coli,Sensible,0,2,ecoli,593,1421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ST-1421
6,12,19,26,6,15,12,21,10,6,28,26,17,19,22,25,28,13,11,10,14,6,20,29,1,0,0,,,,,,,,,Intermedio,Sensible,Sensible,Intermedio,Resistente,Resistente,Sensible,Resistente,Resistente,Intermedio,Sensible,Sensible,Sensible,Sensible,Resistente,Resistente,Sensible,Sensible,Resistente,Resistente,0,0,0,1,1,0,1,0,1,4,MDR3,No MDR5,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,8,No,No,No,Klebsiella,Sensible,0,8,Klebsiella pneumoniae,594,ST881,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,ST-ST881
6,25,6,25,19,12,12,25,6,6,34,30,30,19,30,22,28,28,16,17,14,6,22,31,0,0,0,,,,,,,,,Intermedio,Resistente,Sensible,Intermedio,Resistente,Sensible,Resistente,Resistente,Resistente,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Resistente,0,0,1,1,0,1,1,0,1,5,MDR3,MDR5,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,6,No,Sí,No,Escherichia coli,Sensible,0,6,ecoli,595,131,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,ST-131
25,23,15,27,21,15,12,21,6,9,29,28,33,23,32,22,27,29,22,15,8,6,24,32,0,0,0,,,,,,,,,Intermedio,Intermedio,Sensible,Intermedio,Sensible,Sensible,Sensible,Resistente,Resistente,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,0,0,0,0,0,0,1,0,1,2,No MDR3,No MDR5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,No,No,No,Klebsiella,Sensible,0,2,Klebsiella pneumoniae,596,ST882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,ST-ST882
29,24,8,18,15,6,12,34,25,6,35,32,32,21,32,24,28,30,14,21,16,6,22,33,0,0,0,,,,,,,,,Intermedio,Resistente,Sensible,Sensible,Sensible,Sensible,Resistente,Resistente,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Intermedio,Sensible,Sensible,Sensible,Resistente,0,0,1,0,0,1,1,0,0,3,MDR3,No MDR5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4,Sí,No,No,Escherichia coli,Sensible,0,4,ecoli,597,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ST-73
30,25,25,25,18,17,12,30,26,21,32,30,31,20,33,25,26,23,6,16,12,6,21,32,0,0,0,,,,,,,,,Intermedio,Sensible,Sensible,Intermedio,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Resistente,0,0,0,0,0,0,1,0,0,1,No MDR3,No MDR5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,No,No,No,Escherichia coli,Sensible,0,1,ecoli,598,1308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST-1308
6,22,6,16,6,20,13,8,9,6,32,27,6,19,16,24,25,6,24,12,14,6,23,18,1,0,0,,,,,,,,,Intermedio,Resistente,Intermedio,Resistente,Resistente,Sensible,Sensible,Resistente,Resistente,Resistente,Sensible,Sensible,Sensible,Sensible,Resistente,Resistente,Sensible,Sensible,Resistente,Sensible,0,0,1,1,0,0,1,0,1,4,MDR3,No MDR5,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,9,No,No,Sí,Escherichia coli,Intermedio,0,9,ecoli,599,457,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,ST-457
6,13,28,29,6,18,13,36,6,6,32,28,14,24,23,28,25,6,6,6,16,6,21,26,1,0,0,,,,,,,,,Intermedio,Sensible,Sensible,Sensible,Resistente,Intermedio,Sensible,Resistente,Resistente,Intermedio,Sensible,Sensible,Sensible,Sensible,Resistente,Resistente,Sensible,Sensible,Resistente,Resistente,0,0,0,1,0,0,1,0,1,3,MDR3,No MDR5,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,7,No,No,No,Escherichia coli,Sensible,0,7,ecoli,600,191,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,ST-191
6,23,6,26,13,6,12,11,6,6,30,26,30,21,31,26,27,28,10,15,16,6,21,32,0,0,0,,,,,,,,,Intermedio,Resistente,Sensible,Resistente,Resistente,Sensible,Resistente,Resistente,Resistente,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Resistente,Sensible,Sensible,Sensible,Resistente,0,0,1,1,0,1,1,0,1,5,MDR3,MDR5,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,8,No,No,Sí,Escherichia coli,Sensible,0,8,ecoli,601,393,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,ST-393
6,23,10,20,6,13,12,22,6,6,28,25,10,16,19,25,20,6,6,6,12,6,17,19,1,0,0,,,,,,,,,Intermedio,Resistente,Sensible,Intermedio,Resistente,Sensible,Sensible,Resistente,Resistente,Intermedio,Sensible,Sensible,Intermedio,Intermedio,Resistente,Resistente,Sensible,Sensible,Resistente,Resistente,0,0,1,1,0,0,1,0,1,4,MDR3,No MDR5,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,8,No,Sí,No,Klebsiella,Intermedio,0,8,Klebsiella pneumoniae,602,ST25,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,ST-ST25
29,24,6,24,19,16,12,30,25,23,32,29,30,25,31,26,27,30,21,16,14,6,22,30,0,0,0,,,,,,,,,Intermedio,Resistente,Sensible,Intermedio,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,0,0,1,0,0,0,0,0,0,1,No MDR3,No MDR5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,No,Sí,No,Escherichia coli,Sensible,0,1,ecoli,603,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST-543
6,24,28,23,6,6,12,32,6,6,31,27,12,23,21,25,18,6,6,13,16,6,23,22,1,0,0,,,,,,,,,Intermedio,Sensible,Sensible,Sensible,Resistente,Sensible,Resistente,Resistente,Resistente,Intermedio,Sensible,Sensible,Sensible,Intermedio,Resistente,Resistente,Sensible,Sensible,Resistente,Resistente,0,0,0,1,0,1,1,0,1,4,MDR3,No MDR5,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,8,No,No,No,Escherichia coli,Sensible,0,8,ecoli,604,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ST-38
23,13,6,6,6,19,14,14,11,6,31,30,6,24,8,24,12,6,6,6,16,6,23,9,1,0,0,,,,,,,,,Sensible,Resistente,Resistente,Resistente,Sensible,Intermedio,Sensible,Resistente,Resistente,Resistente,Sensible,Sensible,Sensible,Resistente,Resistente,Resistente,Sensible,Sensible,Resistente,Resistente,0,1,1,0,0,0,1,0,1,4,MDR3,No MDR5,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,12,No,No,Sí,Escherichia coli,Resistente,1,12,ecoli,605,57,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,ST-57
6,12,6,24,6,16,12,21,24,6,31,27,6,16,10,29,16,6,6,6,16,6,21,14,1,0,0,,,,,,,,,Intermedio,Resistente,Sensible,Intermedio,Resistente,Resistente,Sensible,Resistente,Sensible,Resistente,Sensible,Sensible,Intermedio,Resistente,Resistente,Resistente,Sensible,Sensible,Resistente,Resistente,0,0,1,1,1,0,1,0,0,4,MDR3,No MDR5,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,11,No,Sí,No,Escherichia coli,Resistente,1,11,ecoli,607,88,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,ST-88
